label,content
2,"nên cho bài tập thực tế quản lý thời gian cuộc đời , sắp xếp thời gian làm việc , học tập , yêu đương hợp lý ."
3,phòng thực hành cần nâng cấp và bổ sung thêm thiết bị để mọi người đều có điều kiện thực hành thực tế nhiều hơn .
2,cần bỏ môn xác suất thống kê thay bằng học lập trình trực quan để sinh viên có thể dễ tiếp thu kiến thức .
2,do gộp cả cấu trúc dữ liệu 1 và 2 vào trong cùng 1 học kỳ nên lượng kiến thức khá nhiều .
4,sự nhiệt tình vui vẻ .
3,phòng thực hành wzjwz53 cần được nâng cấp .
3,có nhiều thời gian bị chết trong lúc học .
1,"giảng viên nhiệt tình , tận tâm nên em không có ý kiến ."
3,nâng cao chất lượng cơ sở vật chất của trường .
2,"nộp báo cáo sau khi thực hành , đăng lịch học lên moodle ."
1,"thầy chỉ giảng những kiến thức có trong slide bài giảng , trong khi nội dung môn học có bài tập nhưng sinh viên không được hướng dẫn kỹ về cách làm bài ."
4,"em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm ."
3,"phòng học thực hành quá bé , bụi và bẩn , hệ thống máy tính không sử dụng được ."
2,như vậy có đảm bảo được chất lượng giảng dạy không .
4,em không có gì thắc mắc .
3,mong nhà trường sắp xếp các phòng học yên tĩnh hơn .
3,"em học ở phòng mà bên cạnh là công trình đang thi công , khá là ồn ào , vì thế khi học đến phần nghe , em không thể nghe được gì , và bài nghe bị gián đoạn ."
3,đặc biệt là micro và máy chiếu còn trục trặc nhiều .
2,"quá nhàm chán , không nâng cao được kiến thức ."
4,số lượng sinh viên trong một lớp quá lớn .
4,tất cả các hoạt động trên lớp .
3,"thiết bị và dụng cụ thí nghiệm tại phòng lab còn nhiều hạn chê , hư hỏng nhiều , không đáp ứng được nội dung thực hành ."
2,"giáo trình tốt , kiến thức trọng tâm ."
3,"mong ban quản lý cơ sở ý kiến giúp chúng em , em xin cảm ơn !"
3,thiếu kinh nghiệm truyền đạt .
1,giáo viên thường xuyên cho nghỉ học .
4,điện thoại không liên lạc được .
4,"đến cuối kỳ thì thật sự kiến thức để bọn em đi thi chỉ bằng 1 fraction 10 kiến thức thầy dạy , thậm chí là ít hơn cũng có thể ."
4,không dám ý kiến .
2,nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .
2,"môn căn bản mà thầy không dạy cho sinh viên kỹ , gây không hiểu , mất căn bản ."
2,hình thức thực hành 2 dường như không có tác dụng với sinh viên .
1,cô dạy rất vui vẻ .
1,"giáo viên có mời các công ty về trình bày , giúp sinh viên cập nhật kiến thức thực tiễn ."
2,tiết học vui vẻ .
4,té patin cũng đau .
2,em mong môn này có thể áp dụng nhiều hơn trong những đồ án .
1,"thầy có cách dạy hay , truyền đạt dễ hiểu , bài tập cho nhiều và cụ thể ."
2,đề cương môn học chưa được cập nhật cho sinh viên .
2,môn học rất có ích .
1,giáo viên có những đồ án sát mới mục tiêu bài học .
1,"nhiệt tình giải đáp thắc mắc của sinh viên , chu đáo , tận tâm , nội dung thực hành chuẩn bị cẩn thận và cần thiết ."
4,hoàn hảo !
3,"các máy tính của trường thường xuyên bị lỗi khi sử dụng , sinh viên thường phải mang laptop cá nhân lên làm bài hay thi cử ."
2,đôi khi bị lố giờ giảng .
4,"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp ."
4,"và não của con người không thích sự dễ dàng , nếu chỉ xử lý sự dễ dàng thì não khó có thể phát triển đến khả năng của nó ."
1,dạy hiệu quả .
1,thầy vui vẻ .
3,phòng thiếu quạt .
1,"thầy giảng rất nhiệt tình , cặn kẽ ."
4,không ý kiến gì .
1,"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả , bài tập làm nhiều ."
4,cực hay .
4,em tiến bộ rất nhanh .
4,học thầy được điểm cao .
2,môn học vẫn còn là một môn với nhiều lý thuyết trong slide .
2,"môn học cần được phân bố hợp lý hơn , nên để năm 4 rồi học ."
3,"do phòng học khá đông và máy chiếu không rõ , nên việc giảng viên sử dụng các đoạn code trong ide để minh họa gây khó khăn cho các sinh viên ngồi xa và hoặc mắt kém ."
3,hỗ trợ thêm giáo trình không phải slide cho sinh viên .
3,"phòng học hơi nhỏ , nên nâng cấp ."
3,cải thiện trang thiết bị .
4,em cảm ơn .
3,nâng cấp máy tính lên .
3,mong ban thiết bị sớm khắc phục ạ !
4,em xin hết ạ !
2,cần đa dạng hóa bài tập hơn .
1,"rất nhiệt tình vì học sinh , giảng dạy rất hay và hiệu quả ."
4,"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên ."
1,khá tận tình .
4,em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !
4,listening .
3,"máy của phòng thực hành wzjwz241 khởi động visual studio chậm , bàn phím chưa tốt ."
4,giúp em hiểu ra được nhiều cái hay .
1,thầy giảng nhanh quá !
3,"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus ."
2,cần tăng cường thêm tài liệu .
3,cần trang bị thiết bị thực hành hiện đại hơn .
3,"hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao ."
2,"nên cập nhật đề cương giảng dạy môn học thường xuyên , kiến thức phù hợp với thực tiễn ."
4,không có hoạt động không hài lòng .
2,cần có bài tập về nhà .
4,lớp ồn đến nỗi không muốn đi học .
2,giáo trình quá ít và nội dung không khác nhau là mấy .
3,"số lượng máy phòng thực hành quá ít , phải đến 2 - 3 người dùng chung một máy ."
3,phòng thực hành quá xuống cấp .
2,tiếp thu được nhiều kiến thức .
4,giải bài tập dễ hiểu .
3,cần tăng cường chất lượng phòng máy .
2,"nội dung bài học , nội dung ôn tập thi giữa kỳ , cuối kỳ nên được cập nhật trên moodle ."
2,làm bài tập nhiều mặc dù không hiểu lắm .
4,rất hài lòng !
3,mong phòng thiết bị chuẩn bị tốt hơn .
1,"giảng viên lên lớp đúng giờ , đầy đủ ."
2,"bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi ."
3,cải tiến phòng học nhiều thiết bị cho việc thực hành .
4,nếu không thì coi như lớp đi toi .
3,máy chiếu trong phòng học quá mờ khiến sinh viên không nhìn rõ nội dung khi trình chiếu !
3,dù sao em cũng cám ơn thầy đã dẫn dắt bọn em ở học kỳ hai này ạ .
3,theo em cần phải có phòng thí nghiệm môn này thì mới thật sự hiệu quả .
2,"sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" ."
3,cơ sở vật chất còn yếu kém .
1,nội dung thầy dạy bị rời rạc .
4,em xin cám ơn .
1,nhiều phần trong slide bài giảng của giảng viên không chính xác .
3,trời nóng quá và máy chiếu quá xa với lớp đông học sinh .
1,giảng dạy tập trung .
4,kỹ càng .
1,giảng viên thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài .
3,máy tính cập nhật nhanh hơn .
4,"môn này em học cải thiện nhưng mà nhà trường hủy môn em xong đăng tự ý đổi lớp lại , em không biết em không đi học nên chắc chắn em rớt ."
1,"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó ."
4,đó là giáo trình và tài liệu .
4,sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .
1,cô giảng bài rất dễ hiểu .
3,nâng cao cơ sở vật chất giảng dạy .
2,giảm seminar tràn lan .
3,cần cải thiện cơ sở vật chất phù hợp với môn học anh văn hơn nữa .
4,thân !
3,"cần sắp xếp phòng học cho hợp lý hơn , kèm theo các thiết bị , công cụ chiếu ."
2,cho bài tập hay .
3,"đồng thời thiết bị ở phòng thực hành hay hỏng hóc , gây gián đoạn và ảnh hưởng tới kết quả và thời gian làm thực hành ."
4,rất hữu ích .
1,giảng viên cần cập nhập giáo trình và tài liệu môn học một cách đầy đủ hơn trước giờ lên lớp .
4,tên thầy dài quá nhưng em nhớ nó như một món quà dành cho thầy .
2,vì môn vậy lý kỹ thuật sinh viên chỉ học để lấy điểm cao kéo điểm trung bình lên thôi .
2,do môn này khó đối với em nên kiến thức thầy truyền đạt em thấy rất khó hiểu .
2,"các dạng bài tập rõ ràng , tài liệu cung cấp đầy đủ ."
1,"đầu thì thông báo là sẽ lập nhóm khoảng 5 người để seminar lấy điểm giữa kỳ , sau đó không cho seminar nữa mà thông báo lập lờ là "" có thể "" sẽ cho nhóm 2 người để là website cộng điểm , mới đây thì lại thông báo là mỗi người làm 1 website để cộng điểm ."
2,"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn ."
1,cô dạy tận tâm nhiệt tình .
4,lòng nhiệt tình .
1,"giảng viên nhiệt tình , phương pháp dạy khá hay ."
4,"chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên ."
4,"không có , do em không có khả năng tiếp thu đối với môn này thôi ."
3,"nên trang bị thêm các lớp thực hành để sinh viên có cơ hội thao tác trên thực tế nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học ."
2,bài tập cô đảm bảo đủ và bám theo nội dung lý thuyết !
3,máy chiếu phòng wzjwz3 cần được sửa chữa hoặc thay mới để lớp có đủ điều kiện học .
2,slide dễ hiểu .
2,bài tập nên mang tính bắt buộc và cho điểm cộng thì sẽ tạo được động lực cũng như hứng thú cho sinh viên hơn .
2,"nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ !"
2,tăng thêm giờ học ngoại khoá .
4,tích cực .
1,"bên cạnh đó còn chia sẻ với sinh viên nhiều kinh nghiệm quý báu , có ích cho việc học và làm sau này ."
3,"phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành ."
4,em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .
3,cải thiện chất lượng các phòng máy và kết nối mạng .
3,"cô rất nhiệt tình trong hoạt động giảng dạy , công bằng trong đánh giá , rất quan tâm đến sinh viên ."
4,sinh viên có thể hiểu bài và áp dụng vào bài tập .
3,"phòng học còn thiếu chất lượng , trời nóng nên bố trí thêm quạt cho dãy hai bên phòng ."
3,"đồng thời , phòng học được phân bổ không hợp lý với những lớp học về trưa , phòng khá nóng bức , quạt cũng không mát , máy chiếu khá mờ và cửa khó đóng mở khi trời mưa hoặc khi quá nắng ."
3,"phòng thực hành thường xuyên không mở đúng giờ , hy vọng giáo viên mở cửa đúng giờ ."
4,hy vọng ý kiến của em được xem xét !
1,cô dạy buồn ngủ quá .
3,thêm hệ thống ổ điện ngầm dưới nền nhà để tiện cho việc sinh viên có thể cắm laptop phục vụ học tập .
3,"sử dụng slide , máy chiếu ."
3,lớp wzjwz1 nên được học ở phòng máy tốt hơn chút xíu được không ạ .
4,nhàm chán .
2,"còn khắt khe điểm quá , cho kiểm tra quá nhiều ."
1,một số phần thầy chưa nói rõ gây khó khăn cho việc tìm hiểu .
2,đảm bảo phần kiến thức cho sinh viên đạt được .
2,slide up đầy đủ trước mỗi buổi học .
1,thầy khó quá .
3,"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ ."
4,không chỉ phần mềm .
2,"chẳng hạn , sinh viên chuyên ngành mạng thì không nên quá đào sâu vào nội dung mà chỉ cần đưa ra những nội dung nền tảng , cần thiết nhất ."
1,"giáo trình anh văn chưa phù hợp , gây chán vì nhiều kiến thức đã biết qua rồi ."
4,cần có nhiều trò chơi vận động hấp dẫn .
1,"giảng viên gần gũi với sinh viên , giải đáp các thắc mắc của sinh viên ."
1,thầy giảng dễ hiểu và rất kỹ .
4,lớp học trầm .
3,các phòng lab cần có wifi đủ mạnh để phục vụ tốt cho quá trình thực hành .
2,nếu muốn học em sẽ lên lớp nhưng nếu như có việc bận hay vì nhiều lý do như buồn ngủ chẳng hạn thì em cũng nghĩ cô không muốn thấy rằng sinh viên của mình vẫn điểm danh đều mặc dù lên lớp chỉ ngủ .
1,cô giảng nhiệt tình .
4,hợp tác .
4,không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .
1,giúp đỡ tận tình sinh viên .
1,"nhiệt tình , biết cách truyền cảm hứng tạo động lực phấn đấu học tập cho sinh viên ."
3,"phòng học cần sạch sẽ hơn , bàn ghế rất bụi , máy chiếu tất nhiên nói nhìn được thì vẫn nhìn được nhưng như thế là vẫn mờ , cần sáng hơn , cho các bạn ngồi phía dưới thấy nữa ."
1,thầy hay tương tác với sinh viên bằng những câu hỏi rất thực tế !
4,"sản phẩm mình làm ra , đem người khác báo cáo thì không được hợp lý ."
1,"thầy wzjwz323 quá tuyệt , em yêu thầy hi hi ."
4,không có gì để phàn nàn .
3,"máy nghe nên được trang bị tốt hơn , phòng học nên sáng hơn ."
1,"giảng viên thoải mái , nhiệt tình , gần gũi với sinh viên ."
3,nâng cấp thiết bị dạy học cho môn anh văn .
4,không có ạ !
1,em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này .
2,deadline cho thời gian không đủ dài để sinh viên hoàn thành bài tập .
1,"thầy dạy ngắn gọn , súc tích , dễ hiểu ."
2,slide còn khá khó hiểu .
3,phòng thực hành tốt .
3,"rất mong nhà trường nâng cấp phòng máy máy mở lên rất lâu , màn hình bị nháy , con chuột bị đơ , bàn phím rít , nên cài visual cao hơn visual 2005 để sinh viên dễ thực hành ."
4,đa phần sinh viên không tập trung học nhiệt tình nên không theo kịp .
1,có cung cấp bài tập cho sinh viên tự học ở nhà .
1,"thầy giảng dạy nhiệt tình , cung cấp đầy đủ kiến thức ."
1,vui tính nhiệt tình .
1,"thầy dạy truyền đạt tư tưởng tốt , dễ hiểu ."
1,"thầy rất dễ thương , vui vẻ ."
2,"chưa cung cấp cách nhìn sâu hơn về môn học vào thực tế hiện nay , chỉ mới mang tính trừu tượng ."
1,"giảng viên truyền đạt tận tâm , dễ hiểu ."
4,thực tế với hiện trạng .
3,thấy giảng dạy nói môn này muốn học thì phải có phòng thí nghiệm .
3,lý do doubledot tới ngày thi ngồi ngay 2 máy hư .
4,không có ý kiến gì ạ .
2,gây khó khăn khi tìm thông tin làm bài tập và nộp bài tập trên moodle .
1,giảng viên nên quan tâm nhiều hơn đến mức hiểu bài của sinh viên qua mỗi giờ học bằng cách hỏi những câu hỏi liên quan ở cuối giờ qua đó cộng điểm để tạo thêm sự yêu thích môn học .
4,học theo đúng thời khóa biểu .
4,kể chuyện hay .
2,"tăng cường hệ thống thiết bị phòng học quạt , ổ điện ."
2,cần thêm nhiêu bài tập thực tế .
1,cô dạy slide về lý thuyết hơi nhanh .
3,"cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn ."
4,"nếu thầy đã không đảm bảo giờ lên lớp , thì khi ra bài thi và đề cương ôn tập nên chú ý đến việc rõ ràng , hướng dẫn rõ sinh viên biết mình phải học gì ."
3,"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay ."
3,không có ổ cắm điện .
4,cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile .
2,cần cân bằng giữa lý thuyết và thực hành .
2,cung cấp kiến thức trọng tâm .
1,"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập cẩn thận ."
2,"nói chung , chắc cũng là luyện cho sinh viên tự học ."
3,"phòng học buổi trưa rất nóng , có thể trang bị thêm quạt thì tốt hơn ."
1,đôi khi giảng khó hiểu .
1,"không hào hứng vì giọng thầy trầm , tự tìm hiểu trên mạng rồi viết báo cáo môn học thôi ."
4,giờ học thiếu sinh động .
3,nâng cao trang thiết bị phòng học .
1,cô dạy rất dễ hiểu dễ làm .
1,"nhiệt tình , tận tâm , giải đáp các thắc mắc ."
1,"chép nhiều ví dụ gây mất thời gian , 3 tiết học trở thành 5 tiết học ."
2,"nếu liên hệ thực tế , liên kết của môn học với các mô học sau , ngành nghề sau này , em nghĩ sẽ dễ hiểu và tiếp thu môn học hơn ."
4,không biết cô wzjwz327 là ai ?
1,thời gian lên lớp hợp lý .
4,đã rất tốt .
2,điều này gây lên sự chênh lệch rõ rệt về trình độ anh văn trong lớp .
2,không nên đề hình thức thực hành là số 2 gây nhàm chán cho sinh viên sau những ngày học lý thuyết thì sinh viên nên được thực hành trên phòng lab dưới sự hướng dẫn của giảng viên .
3,nâng cao chất lượng phòng học và các trang thiết bị hỗ trợ .
2,không phát huy được hết khả năng của sinh viên .
4,thoải mái .
1,và giảng dạy khó hiểu .
2,"môn này rất khó kiếm tài liệu , phần lớn kiếm được lại là tài liệu tiếng anh ."
2,nên có nhiều dụng cụ cho sinh viên thực hành hơn với sĩ số lớp đông .
3,nâng cấp phòng thực hành .
3,khoảng 1 tiếng từ khi giảng viên cho phép kết nối thì sinh viên mới vào mạng được .
1,"thầy giảng dễ hiểu , gây sự tập trung , kiến thức rộng và bổ ích ."
3,"em mong học kỳ tới , nhà trường cung cấp cho những lớp phần mềm chất lượng cao chúng em nhiều sự lựa chọn giảng viên cho môn học game cơ bản để chúng em có thể nhanh chóng hoàn thành môn học và ra trường đúng tiến độ ."
1,"giảng viên dạy dễ hiểu , vui tính ."
1,có nhiều hoạt động học tập sinh động giúp sinh viên thoải mái khi học .
3,"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới ."
2,cần cho biết rõ hơn nữa về cách thức vận dụng vào trong từng bài tập .
1,code demo hơi khó hiểu .
4,kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại .
3,"em hy vọng phòng học ít người hơn , vì học 4 tiết buổi chiều rất là mệt mỏi , hơn nữa , thời tiết nóng và lớp đông gây nên xao lãng bài học , việc học tập trong lớp nhỏ và đông như vậy rất khó tiếp thu ."
3,phòng wzjwz98 dãy nhà wzjwz99 buổi chiều quá nóng và nắng !
1,thầy nghe điện thoại còn nhiều hơn cả giảng bài nữa .
2,thông tin đầy đủ về bài tập và các nguồn tham khảo .
1,cách thức trình bày bài giảng của thầy chưa tiếp cận được học sinh .
3,"giảng đường ngột ngạt và nóng nực , từ tiết 2 trở đi thì rất khó tập trung học ."
3,phần thực hành môn này còn thiếu các thiết bị thực tế .
3,nên nâng cấp và bảo trì các phòng máy cũ thường xuyên hơn .
4,được giảng viên hướng dẫn cụ thể dễ hiểu .
4,"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm ."
2,nên bổ xung phần thực hành !
3,đề nghị thầy đừng nghỉ nhiều quá mất bài của chúng em .
2,"nên hướng dẫn làm bài tập nhiều hơn , học lý thuyết quá nhiều ."
2,"slide khá nhiều chữ khiến sinh viên hơi buồn ngủ , ít hình ảnh , ví dụ minh họa ."
1,"luôn dạy quá giờ ( khoảng 30 phút ) , ảnh hưởng đến giờ trưa của sinh viên và truyền đạt không được thu hút ."
4,ida pro 64-bit hoàn toàn có thể phân tích các file thực thi 32-bit nhưng các thanh ghi phức tạp hơn nhiều thay cho ida pro 64-bit không phân tích được cái file thực thi 32-bit colonsmile .
3,cần chú trọng hơn vấn đề học thực hành phòng máy không đáp ứng yêu cầu doubledot không có trình biên dịch giáo viên thực hành không sử dụng hiệu quả giờ thực hành .
1,"thầy vui vẻ , nhiệt tình , tận tâm ."
1,giảng viên demo ví dụ rõ ràng .
2,phương thức giảng dạy .
3,nâng cấp trang thiết bị phòng học doubledot máy chiếu và quạt .
3,phòng học nóng quá nên lắp thêm quạt .
1,"tận tâm giúp đỡ học sinh , giải đáp thắc mắc ."
3,phải đầu tư thêm trang thiết bị cho phòng thực hành .
1,giáo viên hướng dẫn tận hình .
3,phòng lab còn chưa đáp ứng tốt .
2,"thời khóa biểu phân chia không hợp lý , chưa học lý thuyết đã phải học thực hành ."
4,bảo học sinh không chịu học là không đúng .
4,cám ơn thầy fraction cô đã đọc một bài dài thế này .
2,thêm bài tập logic .
4,còn mốt số ý thầy truyền đạt vẫn còn chưa tốt .
3,mỗi khi lấy micro lại phải lấy thêm cả loa .
4,hơi khó tiếp thu .
4,cảm giác của em là hơi chán .
1,lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy .
2,em nghỉ nên biên soạn lại .
2,"kỳ này dạy bằng slide tiếng anh nên đa phần sinh viên không nắm bắt kịp , gần như toàn bộ các bạn đều không hiểu bài ."
2,có một số phần giảng viên giải thích hơi khó hiểu .
3,"nhưng chất lượng cơ sở vật chất nhất là bàn ghế bên dãy nhà wzjwz15 , có một số phòng bụi nhiều , bàn ghế dơ nhưng không được lau dọn ."
2,bài tập cho quá khó .
1,"thầy thông cảm cho sinh viên , ra bài tập vừa sức ."
4,giúp chúng em học tập tốt hơn .
4,tốt ạ .
1,mong giảng viên lưu tâm !
1,hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .
2,các buổi training giúp sinh viên bám sát với cấu trúc đề thi .
2,đào tạo thêm về cơ chế giảng dạy .
1,nhìn chung là tôi rất hài lòng với giảng viên wzjwz264 .
1,"thầy rất tận tình , hướng dẫn cụ thể ."
4,bỏ vấn đề điểm danh .
2,"đề nghị trường xem xét lại nội dung đề thi cho phù hợp với thời lượng , bài nghe không rõ ràng gây nhiều khó khăn cho sinh viên ."
4,"thưa , không có ạ ."
2,bài tập thực hành mang tính vận dung cao những kiến thức đã học và sự hướng dẫn tận tình của giàng viên .
2,"thời gian thực hành tập trung chưa phù hợp , bị trùng với các giờ với các môn học khác ."
4,em cảm thấy khá bức xúc nhưng nếu truy ra lỗi của ai thì em tự nhận một phần về mình .
4,học những môn tiên quyết trước .
1,"cô dạy nhiệt tình , luôn quan tâm đến học sinh ."
3,"phòng học gần công trình đang xây dựng nên rất ồn , mong trường có thể đổi phòng học khác , em xin cảm ơn !"
1,em chúc thầy luôn hạnh phúc ạ .
1,"thầy nên cho bài tập nhiều hơn và deadline ngắn hơn để sinh viên có ý thức làm bài , không nên khoan dung quá sẽ làm sinh viên lười và ỷ lại ."
2,nhưng em chỉ không hài lòng về chương trình học theo outcome thôi ạ .
3,"toàn bộ các sinh viên đều phải tự mang laptop lên phòng thực hành học , tuy nhiên mạng để đáp ứng cho nhu cầu sử dụng nhiều laptop trong phòng thực hành lại không có ."
4,"đi thực tập , đến công ty kaydotvn để làm việc và học ."
3,phải nâng cấp phòng máy .
4,"cô rất tận tình , nghiêm khắc trong giờ học ."
4,"không biết ứng dụng , kể cả trên phương diện lý thuyết ."
4,giúp sinh viên cảm thấy thoải mái trong giờ học .
2,thực hành không liên quan gì lý thuyết .
2,thời gian thực hành cần nhiều hơn .
2,bài tập hơi khó .
1,giảng viên giải thích một số ví dụ mẫu chưa rõ ràng .
4,phục vụ ở mảng nào cho công việc sau này !
3,phòng học nên có rèm che sáng để khi chiếu slide được nhìn rõ hơn .
1,phương pháp dạy đưa nhiều bài tập giúp học sinh đa phần nắm được kiến thức .
2,cần thay đổi chương trình giảng dạy cho phù hợp hơn .
3,"em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng ."
4,không có điều gì !
2,cần tăng cương trao đổi giữa sinh viên và giáo viên .
1,thầy wzjwz140 dạy hay quá trời ước gì được học thầy nữa .
2,có những cái học không biết để làm gì sau này vậy tại sao không giảm tải nó đi .
4,trời nóng quá học không hứng khởi .
1,"tận tình , cung cấp đầy đủ kiến thức ."
1,"em thấy thầy dạy rất thiếu trách nhiệm , chỉ lơ là cho hết giờ ."
4,không có gì để nói .
4,không có ý kiến nhiều .
1,"thầy dạy kỹ , nhiệt tình ."
4,đảm bảo tốt .
2,thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ !
3,cải thiện chất lượng phòng học và các trang thiết bị hỗ trợ việc học tập .
4,và từ những sự cố trên tự nhiên năm nay em vừa tốn tiền học lại mà không được học vừa bị rớt môn không được cộng điểm rèn luyện .
3,tăng cường thiết bị .
1,"dạy hay , nhiệt huyết với nghề , chăm cho học sinh ."
2,thời gian deadline cho bài tập nên là cuối ngày của buổi dạy tiếp theo hiện nay là 11h55 trước ngày học vì có thể cần lên lớp để trao đổi những vấn đề phát sinh trong lúc làm bài tập để sửa đổi .
1,"nên xắp xếp lịch báo cáo , thuyết trình một cách cụ thể , giúp cho sinh viên chủ động được thời gian cũng như nắm bắt được kiến thức cụ thể của từng buổi ."
4,điều này xảy ra ở mọi tiết học .
2,có buổi hướng dẫn cho sinh viên trước khi làm đồ án .
1,giảng viên nhiệt tình và vui tính .
2,"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả ."
2,nên thống nhất hình thức thi thực hành của môn học .
4,cảm ơn thầy !
3,máy chiếu phòng học rất rất rất tệ !
4,mà hơn nữa ngủ ở lớp học còn rất dễ bị đau lưng .
4,dạy rất hài lòng .
2,"do đặc thù của môn học yêu cầu sinh viên phải vận dụng được lý thuyết vào phân tích tìm ra vấn đề , vì vậy nên tăng cường đưa ra các bài tập , bài lab gần với thực tiễn để sinh viên có thể luyện tập ."
2,"ứng dụng thực tế vào giảng dạy nhiều , tạo cho sinh viên hình dung việc học tập sẽ làm được gì khi ra trường ."
1,cô nhiệt tình và tâm huyết trong việc dạy học .
1,"giảng viên tận tâm , nhiệt tình , kiến thức và khả năng truyền đạt của giảng viên rất tốt ."
4,không có ý kiến gì !
4,"còn nhiều thứ còn khó hiểu , khó tiếp cận ."
4,nên học sinh rất khó tiếp thu .
4,"khó hiểu , khó vận dụng ."
3,"mạng wifi thì không vào được , mạng dây thì cột chặt vào pc ."
4,khiến sinh viên bị thụ động .
3,thêm phòng thiết bị để thực hành .
4,học dồn quá sức .
1,"cô dạy kỹ , vui tính , quan tâm sinh viên ."
3,"lớp rất đông sinh viên , ngồi xa sẽ không thấy rõ slide thầy chiếu trên bảng vì chữ nhỏ và mờ tại phòng wzjwz166 gây khó tiếp thu bài học ."
1,"dạy hơi "" lạc đề "" , dạy "" ít ai hiểu "" mà cho đề bài tập bao khó , đồ án bao khủng ."
4,rất nản .
3,phòng thực hành nóng .
4,kiểm tra bằng web .
1,thầy giảng đôi lúc khó hiểu .
1,dạy ổn .
1,thầy thường quên thời gian dạy thực hành và báo cáo .
2,"nên cập nhật book , slide thường xuyên vì quá cũ không tích hợp được với chương trình bây giờ ."
1,tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .
3,phòng học nóng .
4,cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .
2,nên có nhiều tiết thực hành hơn .
1,có tâm huyết .
3,nên thay máy chiếu và âm thanh tại phòng wzjwz154 .
1,"dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm ."
2,"nên cung cấp cho sinh viên thêm nhiều tài liệu , cũng như bắt kịp xu thế phát triển của công nghệ để không bị lỗi thời lạc hậu ."
