label,content,back_translation,synonym_aug
1,cập nhật điểm chậm .,cập nhật điểm chậm .,cập nhật điểm chậm .
3,"cô giảng hay , nhiệt tình .","cô giảng hay , nhiệt tình .","cô giảng hay , nhiệt tình ."
2,thành vòng tuần hoàn đến khi thi .,thành vòng tuần hoàn đến khi thi .,thành vòng tuần hoàn đến khi thi .
2,cô đi bài tập hơi chậm nhưng như vậy cũng được .,cô đi bài tập hơi chậm nhưng như vậy cũng được .,cô đi bài tập hơi chậm nhưng như vậy cũng được .
3,em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,em hoàn toàn hài lòng về phương pháp giảng dạy của cô .
3,"nhiệt tình , hướng dẫn cụ thể .","nhiệt tình , hướng dẫn cụ thể .","nhiệt tình , hướng dẫn cụ thể ."
3,"thầy nhiệt tình , tận tụy , vui vẻ .","thầy nhiệt tình , tận tụy , vui vẻ .","thầy nhiệt tình , tận tụy , vui vẻ ."
1,giáo trình không phù hợp với sinh viên .,giáo trình không phù hợp với sinh viên .,giáo trình không phù hợp với sinh viên .
3,nguyên tắc và tận tình giảng dạy .,nguyên tắc và tận tình giảng dạy .,nguyên tắc và tận tình giảng dạy .
3,dễ nắm bắt kiến thức để đi thi .,dễ nắm bắt kiến thức để đi thi .,dễ nắm bắt kiến thức để đi thi .
2,em thấy học vậy cũng được rồi .,em thấy học vậy cũng được rồi .,em thấy học vậy cũng được rồi .
3,nhiệt huyết với sinh viên .,nhiệt huyết với sinh viên .,nhiệt huyết với sinh viên .
3,"truyền đạt tốt , giọng nói to rõ ràng .","truyền đạt tốt , giọng nói to rõ ràng .","truyền đạt tốt , giọng nói to rõ ràng ."
1,"thầy nên điều chỉnh lại cách giảng bài , thầy nói thường xuyên ngắt nhịp nên buồn ngủ quá .","thầy nên điều chỉnh lại cách giảng bài , thầy nói thường xuyên ngắt nhịp nên buồn ngủ quá .","thầy nên điều chỉnh lại cách giảng bài , thầy nói thường xuyên ngắt nhịp nên buồn ngủ quá ."
3,"thầy ôn kỹ , hay cho bài tập trên moodle , cập nhật file bài giảng , bài tập , bài ôn thường xuyên .","thầy ôn kỹ , hay cho bài tập trên moodle , cập nhật file bài giảng , bài tập , bài ôn thường xuyên .","thầy ôn kỹ , hay cho bài tập trên moodle , cập nhật file bài giảng , bài tập , bài ôn thường xuyên ."
1,sử dụng slide nguyên bản tiếng anh .,sử dụng slide nguyên bản tiếng anh .,sử dụng slide nguyên bản tiếng anh .
1,truyền đạt chưa được thu hút nên hơi khó hiểu một chút .,truyền đạt chưa được thu hút nên hơi khó hiểu một chút .,truyền đạt chưa được thu hút nên hơi khó hiểu một chút .
2,"thưa , không có .","thưa , không có .","thưa , không có ."
2,cô cho bài tập hơi nhiều ( nhưng mà không sao colonsmilesmile ) .,cô cho bài tập hơi nhiều ( nhưng mà không sao colonsmilesmile ) .,cô cho bài tập hơi nhiều ( nhưng mà không sao colonsmilesmile ) .
1,giảng viên nên hướng dẫn thêm nhiều bài tập và tận dụng thời gian nhiều hơn vì môn này cần những bài tập mẫu để sinh viên dễ nắm kiến thức hơn .,giảng viên nên hướng dẫn thêm nhiều bài tập và tận dụng thời gian nhiều hơn vì môn này cần những bài tập mẫu để sinh viên dễ nắm kiến thức hơn .,giảng viên nên hướng dẫn thêm nhiều bài tập và tận dụng thời gian nhiều hơn vì môn này cần những bài tập mẫu để sinh viên dễ nắm kiến thức hơn .
1,lý thuyết hơi nhiều .,lý thuyết hơi nhiều .,lý thuyết hơi nhiều .
1,nên phát hết các bài kiểm tra còn lại .,nên phát hết các bài kiểm tra còn lại .,nên phát hết các bài kiểm tra còn lại .
3,"nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói .","nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói .","nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói ."
3,"thầy dạy nhanh , hay !","thầy dạy nhanh , hay !","thầy dạy nhanh , hay !"
2,em không có ý kiến về mục này .,em không có ý kiến về mục này .,em không có ý kiến về mục này .
1,cần tăng số buổi thực hành lên vì quá ít .,cần tăng số buổi thực hành lên vì quá ít .,cần tăng số buổi thực hành lên vì quá ít .
2,cảm ơn cô .,cảm ơn cô .,cảm ơn cô .
2,nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .,nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .,nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .
2,báo cáo cuối kỳ thầy tập trung cả lớp trong một buổi .,báo cáo cuối kỳ thầy tập trung cả lớp trong một buổi .,báo cáo cuối kỳ thầy tập trung cả lớp trong một buổi .
1,thường thì 8h kém 10 mới bắt đầu học .,thường thì 8h kém 10 mới bắt đầu học .,thường thì 8h kém 10 mới bắt đầu học .
3,cô cho thực hành rất nhiều .,cô cho thực hành rất nhiều .,cô cho thực hành rất nhiều .
2,trong khi chương trình quy định 2 tiết cho một bài .,trong khi chương trình quy định 2 tiết cho một bài .,trong khi chương trình quy định 2 tiết cho một bài .
2,"không có , do em không có khả năng tiếp thu đối với môn này thôi .","không có , do em không có khả năng tiếp thu đối với môn này thôi .","không có , do em không có khả năng tiếp thu đối với môn này thôi ."
2,chắc tại bữa giáo viên dạy mà hôm đó em học mác – lênin .,chắc tại bữa giáo viên dạy mà hôm đó em học mác – lênin .,chắc tại bữa giáo viên dạy mà hôm đó em học mác – lênin .
1,báo nghỉ không rõ ràng .,báo nghỉ không rõ ràng .,báo nghỉ không rõ ràng .
3,"giáo viên giảng dạy tận tâm , nhiệt tình .","giáo viên giảng dạy tận tâm , nhiệt tình .","giáo viên giảng dạy tận tâm , nhiệt tình ."
2,cô cho bài tập trắc nghiệm về nhà trên moodle .,cô cho bài tập trắc nghiệm về nhà trên moodle .,cô cho bài tập trắc nghiệm về nhà trên moodle .
2,bình thường .,bình thường .,bình thường .
2,"hướng dẫn , giảng dạy .","hướng dẫn , giảng dạy .","hướng dẫn , giảng dạy ."
2,không có gì cả .,không có gì cả .,không có gì cả .
3,thầy giảng bài dễ hiểu và rất vui tính .,thầy giảng bài dễ hiểu và rất vui tính .,thầy giảng bài dễ hiểu và rất vui tính .
3,thầy rất hiền và nhiệt tình trong từng tiết học .,thầy rất hiền và nhiệt tình trong từng tiết học .,thầy rất hiền và nhiệt tình trong từng tiết học .
1,các trang bị để nghe không rõ .,các trang bị để nghe không rõ .,các trang bị để nghe không rõ .
1,thường lố giờ .,thường lố giờ .,thường lố giờ .
1,em xin lỗi nhưng đó là sự thật !,em xin lỗi nhưng đó là sự thật !,em xin lỗi nhưng đó là sự thật !
1,"kiến thức truyền đạt còn ít , thời gian lên lớp thường trễ .","kiến thức truyền đạt còn ít , thời gian lên lớp thường trễ .","kiến thức truyền đạt còn ít , thời gian lên lớp thường trễ ."
3,cô có cách dạy hay dễ hiểu tận tình .,cô có cách dạy hay dễ hiểu tận tình .,cô có cách dạy hay dễ hiểu tận tình .
1,"gần tới kỳ thi cuỗi kỳ mà sinh viên chưa biết được mình đang học gì , dù có cố gắng nghe nhưng vẫn không hiểu .","gần tới kỳ thi cuỗi kỳ mà sinh viên chưa biết được mình đang học gì , dù có cố gắng nghe nhưng vẫn không hiểu .","gần tới kỳ thi cuỗi kỳ mà sinh viên chưa biết được mình đang học gì , dù có cố gắng nghe nhưng vẫn không hiểu ."
1,"dọng thầy hơi khó nghe , nói còn hơi to .","dọng thầy hơi khó nghe , nói còn hơi to .","dọng thầy hơi khó nghe , nói còn hơi to ."
1,đề thi cuối kỳ quá dài so với thời gian kiểm tra .,đề thi cuối kỳ quá dài so với thời gian kiểm tra .,đề thi cuối kỳ quá dài so với thời gian kiểm tra .
3,dạy rất kỹ .,dạy rất kỹ .,dạy rất kỹ .
1,nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010 .,nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010 .,nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010 .
2,vâng không có ý kiến gì thêm .,vâng không có ý kiến gì thêm .,vâng không có ý kiến gì thêm .
2,vì học là để code mà .,vì học là để code mà .,vì học là để code mà .
1,"giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .","giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .","giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều ."
3,"thầy rất vui tính , truyền tải thông tin tuyệt vời .","thầy rất vui tính , truyền tải thông tin tuyệt vời .","thầy rất vui tính , truyền tải thông tin tuyệt vời ."
3,"em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm .","em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm .","em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm ."
3,"thầy vui tính , cởi mở .","thầy vui tính , cởi mở .","thầy vui tính , cởi mở ."
3,"cho quá nhiều bài tập , chỉ nên cho bài tập ví dụ điển hình .","cho quá nhiều bài tập , chỉ nên cho bài tập ví dụ điển hình .","cho quá nhiều bài tập , chỉ nên cho bài tập ví dụ điển hình ."
1,giảng viên cho bài tập nhiều và dồn lại cùng một lúc đa số sinh viên đều làm kịp thời gian dù những môn khác có giảm thời gian học lại cũng không làm bài kịp .,giảng viên cho bài tập nhiều và dồn lại cùng một lúc đa số sinh viên đều làm kịp thời gian dù những môn khác có giảm thời gian học lại cũng không làm bài kịp .,giảng viên cho bài tập nhiều và dồn lại cùng một lúc đa số sinh viên đều làm kịp thời gian dù những môn khác có giảm thời gian học lại cũng không làm bài kịp .
2,"cập nhật , cập nhật !","cập nhật , cập nhật !","cập nhật , cập nhật !"
1,không có hoạt động nhóm .,không có hoạt động nhóm .,không có hoạt động nhóm .
1,chưa quan tâm tới những sinh viên còn yếu .,chưa quan tâm tới những sinh viên còn yếu .,chưa quan tâm tới những sinh viên còn yếu .
2,thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .,thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .,thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .
3,dạy theo sát chương trình .,dạy theo sát chương trình .,dạy theo sát chương trình .
3,"giảng viên giảng kỹ , nhiệt tình .","giảng viên giảng kỹ , nhiệt tình .","giảng viên giảng kỹ , nhiệt tình ."
3,"giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao .","giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao .","giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao ."
2,thân ái !,thân ái !,thân ái !
2,chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ !,chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ !,chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ !
3,thầy giảng nhiệt tình và rất hay .,thầy giảng nhiệt tình và rất hay .,thầy giảng nhiệt tình và rất hay .
1,cách truyền đạt của giảng viên làm sinh viên khó tiếp thu .,cách truyền đạt của giảng viên làm sinh viên khó tiếp thu .,cách truyền đạt của giảng viên làm sinh viên khó tiếp thu .
2,phương pháp làm bài tập .,phương pháp làm bài tập .,phương pháp làm bài tập .
3,"cô dạy tâm huyết , quan tâm học sinh .","cô dạy tâm huyết , quan tâm học sinh .","cô dạy tâm huyết , quan tâm học sinh ."
2,cảm ơn !,cảm ơn !,cảm ơn !
2,chắc là em không có gì là không hài lòng về thầy wzjwz317 .,chắc là em không có gì là không hài lòng về thầy wzjwz317 .,chắc là em không có gì là không hài lòng về thầy wzjwz317 .
3,"cô lên lớp đúng giờ , giảng bài rất dễ hiểu cho sinh viên .","cô lên lớp đúng giờ , giảng bài rất dễ hiểu cho sinh viên .","cô lên lớp đúng giờ , giảng bài rất dễ hiểu cho sinh viên ."
2,"giáo viên là thầy , không phải cô .","giáo viên là thầy , không phải cô .","giáo viên là thầy , không phải cô ."
3,cách giảng dạy hay .,cách giảng dạy hay .,cách giảng dạy hay .
2,hợp tác .,hợp tác .,hợp tác .
1,không hiểu bài cho lắm .,không hiểu bài cho lắm .,không hiểu bài cho lắm .
2,"nộp báo cáo sau khi thực hành , đăng lịch học lên moodle .","nộp báo cáo sau khi thực hành , đăng lịch học lên moodle .","nộp báo cáo sau khi thực hành , đăng lịch học lên moodle ."
2,không có ý kiến gì !,không có ý kiến gì !,không có ý kiến gì !
1,"nên thực hành speaking nhiều hơn và phân bổ thời gian học grammar , cũng như phân thêm thời gian học hoặc nghe phần listening .","nên thực hành speaking nhiều hơn và phân bổ thời gian học grammar , cũng như phân thêm thời gian học hoặc nghe phần listening .","nên thực hành speaking nhiều hơn và phân bổ thời gian học grammar , cũng như phân thêm thời gian học hoặc nghe phần listening ."
3,"thầy hay cho deadline hằng tuần , đảm bảo kiến thức cho sinh viên .","thầy hay cho deadline hằng tuần , đảm bảo kiến thức cho sinh viên .","thầy hay cho deadline hằng tuần , đảm bảo kiến thức cho sinh viên ."
3,"vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi .","vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi .","vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi ."
2,không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .
2,thật chất em không học thầy này .,thật chất em không học thầy này .,thật chất em không học thầy này .
1,cách thức thông báo qua facebook không hiệu quả .,cách thức thông báo qua facebook không hiệu quả .,cách thức thông báo qua facebook không hiệu quả .
1,không có ổ cắm điện .,không có ổ cắm điện .,không có ổ cắm điện .
3,"thầy tân tâm , dạy dễ hiểu .","thầy tân tâm , dạy dễ hiểu .","thầy tân tâm , dạy dễ hiểu ."
3,giáo viên truyền đạt tốt .,giáo viên truyền đạt tốt .,giáo viên truyền đạt tốt .
3,thầy khá tận tâm và nhiệt thành .,thầy khá tận tâm và nhiệt thành .,thầy khá tận tâm và nhiệt thành .
3,"dễ chịu và giảng dễ hiểu , tạo cảm giác thích thú cho sinh viên .","dễ chịu và giảng dễ hiểu , tạo cảm giác thích thú cho sinh viên .","dễ chịu và giảng dễ hiểu , tạo cảm giác thích thú cho sinh viên ."
3,cách giảng dễ hiểu .,cách giảng dễ hiểu .,cách giảng dễ hiểu .
3,"nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính .","nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính .","nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính ."
2,"mỗi một vấn đề nhiều người sẽ hiểu nhiều cách khác nhau , có thể sinh viên chưa hiểu sẽ tìm ra một cách hiểu theo một mặt khác của giáo viên .","mỗi một vấn đề nhiều người sẽ hiểu nhiều cách khác nhau , có thể sinh viên chưa hiểu sẽ tìm ra một cách hiểu theo một mặt khác của giáo viên .","mỗi một vấn đề nhiều người sẽ hiểu nhiều cách khác nhau , có thể sinh viên chưa hiểu sẽ tìm ra một cách hiểu theo một mặt khác của giáo viên ."
3,nhiệt tình chu đáo với sinh viên .,nhiệt tình chu đáo với sinh viên .,nhiệt tình chu đáo với sinh viên .
1,dạy khó hiểu .,dạy khó hiểu .,dạy khó hiểu .
2,"bởi chúng em đang đi học , phải học của nhiều môn khác nhau .","bởi chúng em đang đi học , phải học của nhiều môn khác nhau .","bởi chúng em đang đi học , phải học của nhiều môn khác nhau ."
1,chưa có sự đồng bộ giữa lý thuyết và thực hành .,chưa có sự đồng bộ giữa lý thuyết và thực hành .,chưa có sự đồng bộ giữa lý thuyết và thực hành .
1,lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .
1,tài liệu chính thức của trường chưa có .,tài liệu chính thức của trường chưa có .,tài liệu chính thức của trường chưa có .
3,"cách dạy hài hước , không gây buồn ngủ .","cách dạy hài hước , không gây buồn ngủ .","cách dạy hài hước , không gây buồn ngủ ."
2,mở rộng kiến thức làm cơ sở cho các môn học khác .,mở rộng kiến thức làm cơ sở cho các môn học khác .,mở rộng kiến thức làm cơ sở cho các môn học khác .
2,thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .,thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .,thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .
1,tài liệu giảng dạy cần bổ sung .,tài liệu giảng dạy cần bổ sung .,tài liệu giảng dạy cần bổ sung .
2,xin cảm ơn !,xin cảm ơn !,xin cảm ơn !
1,"phòng máy , thiết bị mạng cần được đầu tư và vệ sinh , em thấy phòng máy quá bụi , cửa thì hở nên không mát , dẫn đến điều hòa mất tác dụng , lãng phí .","phòng máy , thiết bị mạng cần được đầu tư và vệ sinh , em thấy phòng máy quá bụi , cửa thì hở nên không mát , dẫn đến điều hòa mất tác dụng , lãng phí .","phòng máy , thiết bị mạng cần được đầu tư và vệ sinh , em thấy phòng máy quá bụi , cửa thì hở nên không mát , dẫn đến điều hòa mất tác dụng , lãng phí ."
1,nên tổng hợp ý chính các bài để ôn .,nên tổng hợp ý chính các bài để ôn .,nên tổng hợp ý chính các bài để ôn .
1,giảng viên cần giảng giải các slide chậm lại và giải kỹ các ví dụ cơ bản .,giảng viên cần giảng giải các slide chậm lại và giải kỹ các ví dụ cơ bản .,giảng viên cần giảng giải các slide chậm lại và giải kỹ các ví dụ cơ bản .
1,"làm debate nhiều , còn học về giáo trình rất ít .","làm debate nhiều , còn học về giáo trình rất ít .","làm debate nhiều , còn học về giáo trình rất ít ."
2,em xin cám ơn .,em xin cám ơn .,em xin cám ơn .
3,giọng cô dễ nghe .,giọng cô dễ nghe .,giọng cô dễ nghe .
1,nâng cao chất lượng phòng máy .,nâng cao chất lượng phòng máy .,nâng cao chất lượng phòng máy .
3,rất hài lòng giảng viên .,rất hài lòng giảng viên .,rất hài lòng giảng viên .
2,"tôi và các bạn khác cùng bước vào , khi đó thầy yêu cầu đồng loạt mở hết code lên chạy demo để thầy chấm , và không may thay thầy đã tìm ra 2 bạn có source code y chang nhau , thầy bắt đầu tra hỏi lý thuyết về đề tài 'xxx' đối với 2 bạn đó .","tôi và các bạn khác cùng bước vào , khi đó thầy yêu cầu đồng loạt mở hết code lên chạy demo để thầy chấm , và không may thay thầy đã tìm ra 2 bạn có source code y chang nhau , thầy bắt đầu tra hỏi lý thuyết về đề tài 'xxx' đối với 2 bạn đó .","tôi và các bạn khác cùng bước vào , khi đó thầy yêu cầu đồng loạt mở hết code lên chạy demo để thầy chấm , và không may thay thầy đã tìm ra 2 bạn có source code y chang nhau , thầy bắt đầu tra hỏi lý thuyết về đề tài 'xxx' đối với 2 bạn đó ."
3,cô dung dậy nhiệt tình dễ hiểu .,cô dung dậy nhiệt tình dễ hiểu .,cô dung dậy nhiệt tình dễ hiểu .
3,giảng viên rất tận tình trong việc giảng dạy .,giảng viên rất tận tình trong việc giảng dạy .,giảng viên rất tận tình trong việc giảng dạy .
1,"anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi .","anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi .","anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi ."
3,"giọng nói , cử chỉ , cách truyền đạt của cô rất chi là dễ thương .","giọng nói , cử chỉ , cách truyền đạt của cô rất chi là dễ thương .","giọng nói , cử chỉ , cách truyền đạt của cô rất chi là dễ thương ."
1,"gây rất nhiều áp lực cho sinh viên , khó tính .","gây rất nhiều áp lực cho sinh viên , khó tính .","gây rất nhiều áp lực cho sinh viên , khó tính ."
3,giảng viên nhiệt tình giảng lại nhiều lần một vấn đề khó tiếp thu .,giảng viên nhiệt tình giảng lại nhiều lần một vấn đề khó tiếp thu .,giảng viên nhiệt tình giảng lại nhiều lần một vấn đề khó tiếp thu .
1,giọng thầy nơi hơi buồn ngủ .,giọng thầy nơi hơi buồn ngủ .,giọng thầy nơi hơi buồn ngủ .
2,lấy điểm bằng cách gọi lên bảng làm bài .,lấy điểm bằng cách gọi lên bảng làm bài .,lấy điểm bằng cách gọi lên bảng làm bài .
3,"cô rất tận tình trong giảng dạy , luôn cải tiến phương pháp dạy .","cô rất tận tình trong giảng dạy , luôn cải tiến phương pháp dạy .","cô rất tận tình trong giảng dạy , luôn cải tiến phương pháp dạy ."
1,"em mong muốn cô tương tác với sinh viên nhiều hơn qua moodle ( post tài liệu tham khảo thêm , post ghi chú về bài giảng và các lưu ý trên lớp và cập nhật điểm số bài tập nhanh hơn ) .","em mong muốn cô tương tác với sinh viên nhiều hơn qua moodle ( post tài liệu tham khảo thêm , post ghi chú về bài giảng và các lưu ý trên lớp và cập nhật điểm số bài tập nhanh hơn ) .","em mong muốn cô tương tác với sinh viên nhiều hơn qua moodle ( post tài liệu tham khảo thêm , post ghi chú về bài giảng và các lưu ý trên lớp và cập nhật điểm số bài tập nhanh hơn ) ."
2,tiếng anh .,tiếng anh .,tiếng anh .
1,mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .
2,có vẻ như đó là thói quen của thầy ạ .,có vẻ như đó là thói quen của thầy ạ .,có vẻ như đó là thói quen của thầy ạ .
2,giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức .,giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức .,giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức .
3,"giảng dạy tận tâm , nhiệt tình .","giảng dạy tận tâm , nhiệt tình .","giảng dạy tận tâm , nhiệt tình ."
3,có thông báo cho sinh viên rất đầy đủ .,có thông báo cho sinh viên rất đầy đủ .,có thông báo cho sinh viên rất đầy đủ .
3,ôn tập tỉ mỉ .,ôn tập tỉ mỉ .,ôn tập tỉ mỉ .
3,thầy giảng rất dễ hiểu .,thầy giảng rất dễ hiểu .,thầy giảng rất dễ hiểu .
3,"thầy nhiệt tình , ân cần .","thầy nhiệt tình , ân cần .","thầy nhiệt tình , ân cần ."
2,tìm hiểu về các case study giúp chúng em biết thêm nhiều kiến thức mới và trình bày sản phẩm của mình trước lớp để thấy những thiếu sót của mình .,tìm hiểu về các case study giúp chúng em biết thêm nhiều kiến thức mới và trình bày sản phẩm của mình trước lớp để thấy những thiếu sót của mình .,tìm hiểu về các case study giúp chúng em biết thêm nhiều kiến thức mới và trình bày sản phẩm của mình trước lớp để thấy những thiếu sót của mình .
1,hình thức thực hành 2 dường như không có tác dụng với sinh viên .,hình thức thực hành 2 dường như không có tác dụng với sinh viên .,hình thức thực hành 2 dường như không có tác dụng với sinh viên .
3,"thầy dạy chậm , nhưng dễ hiểu , học sinh dễ nắm bắt chương trình học , biết được hướng căn bản để làm bài .","thầy dạy chậm , nhưng dễ hiểu , học sinh dễ nắm bắt chương trình học , biết được hướng căn bản để làm bài .","thầy dạy chậm , nhưng dễ hiểu , học sinh dễ nắm bắt chương trình học , biết được hướng căn bản để làm bài ."
2,cảm ơn thầy .,cảm ơn thầy .,cảm ơn thầy .
2,đảm bảo thời gian .,đảm bảo thời gian .,đảm bảo thời gian .
1,thầy lúc nào cũng chỉ nghĩ cho thầy chứ không nghĩ cho người khác .,thầy lúc nào cũng chỉ nghĩ cho thầy chứ không nghĩ cho người khác .,thầy lúc nào cũng chỉ nghĩ cho thầy chứ không nghĩ cho người khác .
3,em đã biết được cấu trúc dữ liệu là gì .,em đã biết được cấu trúc dữ liệu là gì .,em đã biết được cấu trúc dữ liệu là gì .
2,gặp giáo viên cũng chỉ là biết mặt để thầy cô còn chấm điểm đồ án hi hi .,gặp giáo viên cũng chỉ là biết mặt để thầy cô còn chấm điểm đồ án hi hi .,gặp giáo viên cũng chỉ là biết mặt để thầy cô còn chấm điểm đồ án hi hi .
2,nếu thỉnh thoảng thầy bù lịch học thì em không nói ạ .,nếu thỉnh thoảng thầy bù lịch học thì em không nói ạ .,nếu thỉnh thoảng thầy bù lịch học thì em không nói ạ .
3,"thầy nhiệt tình , vui tính , cách dạy thoải mái , khả năng truyền đạt tốt , quan tâm đến sinh viên .","thầy nhiệt tình , vui tính , cách dạy thoải mái , khả năng truyền đạt tốt , quan tâm đến sinh viên .","thầy nhiệt tình , vui tính , cách dạy thoải mái , khả năng truyền đạt tốt , quan tâm đến sinh viên ."
1,cần có đề cương rõ ràng ngay từ đầu .,cần có đề cương rõ ràng ngay từ đầu .,cần có đề cương rõ ràng ngay từ đầu .
3,giảng viên dạy dễ hiểu .,giảng viên dạy dễ hiểu .,giảng viên dạy dễ hiểu .
3,"giảng viên rất vui tính , giảng dạy nhiệt tình , chi tiết cho sinh viên .","giảng viên rất vui tính , giảng dạy nhiệt tình , chi tiết cho sinh viên .","giảng viên rất vui tính , giảng dạy nhiệt tình , chi tiết cho sinh viên ."
1,không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .,không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .,không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .
3,"giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy .","giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy .","giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy ."
3,giáo viện rất nhiệt tình với sinh viên .,giáo viện rất nhiệt tình với sinh viên .,giáo viện rất nhiệt tình với sinh viên .
1,"phần máy tính không hỗ trợ cho việc học nhiều , chỉ làm sinh viên phân tán .","phần máy tính không hỗ trợ cho việc học nhiều , chỉ làm sinh viên phân tán .","phần máy tính không hỗ trợ cho việc học nhiều , chỉ làm sinh viên phân tán ."
3,giúp em hiểu ra được nhiều cái hay .,giúp em hiểu ra được nhiều cái hay .,giúp em hiểu ra được nhiều cái hay .
1,kiến thức giảng rất khó hiểu .,kiến thức giảng rất khó hiểu .,kiến thức giảng rất khó hiểu .
1,"thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ .","thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ .","thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ ."
1,dạy nhiệt tình nên hay lấn giờ quá tiết .,dạy nhiệt tình nên hay lấn giờ quá tiết .,dạy nhiệt tình nên hay lấn giờ quá tiết .
2,chia sẻ .,chia sẻ .,chia sẻ .
2,cho đồ án môn này để sinh viên nghiên cứu .,cho đồ án môn này để sinh viên nghiên cứu .,cho đồ án môn này để sinh viên nghiên cứu .
2,đầy đủ số tiết .,đầy đủ số tiết .,đầy đủ số tiết .
2,đầy đủ .,đầy đủ .,đầy đủ .
1,nên bỏ thi code trên giấy .,nên bỏ thi code trên giấy .,nên bỏ thi code trên giấy .
